iteration,crudeOil,HVC,CHP,LTH,MTH,HTH,DH,SpaceHeating,rawBiogas,syngas,coal
219,-291.1897207,-352.9350849,0,-1.19E-05,0,0,0,0,-0.000434891,0,0
220,-338.3056565,-422.7923115,0,-0.000130124,0,-0.000915745,0,0,-0.000998204,-1.15E-05,0
221,-133.6407901,-0.00046755,-0.000267814,-0.017971418,-0.000302044,-86.25037543,-0.002878751,-8.921753002,-10.49270889,-0.000193397,-0.000313241
222,-342.1192129,-428.0523748,0,-1.20E-05,0,0,0,0,-0.000440233,0,0
223,-494.3337993,-16.15576678,-1.10E-05,0,0,-7.389887732,0,0,-0.000260389,0,-0.000180332
224,-349.5811902,-498.4680063,0,0,0,0,0,0,-0.000163718,0,0
225,-293.9485882,-389.9931187,-4.28E-05,-0.000362443,0,-57.07615321,0,-45.75811496,-1.660356919,-5.02E-05,-5.08E-05
226,-82.64655633,-20.69111321,-5.31E-05,-0.011684787,0,-290.0875222,-2.25E-05,-38.45288855,-1.918232743,-4.94E-05,-0.000150137
227,-352.2825114,-337.178768,0,0,0,0,0,0,-0.00012271,0,0
228,-402.6605344,-388.6455053,0,-1.19E-05,0,0,0,0,-0.000188332,0,0
229,-134.5090333,-0.000128945,-2.51E-05,-0.027247116,-3.68E-05,-40.23218746,0,-3.016650844,-14.67971775,-0.00014352,-4.43E-05
230,-347.3987082,-394.0870267,0,0,0,-66.84067287,0,0,-0.021023281,0,0
231,-370.8470122,-571.9999082,0,0,0,0,0,0,-0.000116242,0,0
232,-413.0619754,-439.0096823,0,-3.64E-05,0,-2.25E-05,0,0,-0.000395804,0,0
233,-387.6792393,-350.8284148,-3.54E-05,-0.00017277,0,-0.00024634,0,0,-0.000635366,0,-3.17E-05
234,-284.688254,-558.2172719,-0.000331157,-0.000621483,-0.000170797,-0.002735005,-1.691022631,-4.07E-05,-0.723397848,-0.00013105,-0.000346779
235,-125.7362151,-0.000103328,-6.76E-05,-0.002200153,-1.30E-05,-119.0791544,-0.000107472,0,-18.63658954,0,-0.000319724
236,-756.2000663,-26.76648499,-7.49E-05,-0.043017608,0,-12.14034389,0,0,-0.00033597,0,-0.000217048
237,-365.6498285,-582.4383864,-1.13E-05,-2.23E-05,0,-8.64E-05,0,0,-0.000483118,0,-7.05E-05
238,-89.88108271,-6.26E-05,-5.02E-05,-0.000658473,-3.83E-05,-60.28919157,0,0,-24.82936041,-0.000147948,-1.53E-05
239,-365.1339966,-513.7185774,0,0,0,0,0,0,-0.000252275,0,0
240,-328.4425245,-480.293115,0,0,0,0,0,0,-1.01E-05,0,0
241,-303.1158316,-599.6449294,0,-5.43E-05,0,-1.03E-05,0,0,-0.000328416,0,-1.10E-05
242,-398.5208523,-410.6054477,0,-2.57E-05,0,0,0,0,-0.000150108,0,0
243,-356.721839,-540.0478554,0,-1.16E-05,0,0,0,0,-0.000132432,0,0
244,-405.6595816,-499.9633236,-1.05E-05,-4.67E-05,-1.02E-05,-0.000226825,-0.000248871,0,-0.000679175,0,-9.24E-05
245,-277.17781,-535.6797377,0,0,0,0,0,0,-4.77E-05,0,0
246,-808.9847857,-48.69271431,-0.000107356,-3.70E-05,0,-4.34E-05,0,0,-0.000194216,0,-5.05E-05
247,-396.3199928,-403.8433849,0,-1.13E-05,0,0,0,0,-0.000217304,0,0
248,-375.7891933,-614.3405794,0,-1.09E-05,0,0,0,0,-0.000215449,0,0
249,-440.8661603,-507.0695487,0,-1.04E-05,0,0,0,0,-0.000176446,0,0
250,-454.0206083,-310.341967,-1.14E-05,-1.06E-05,0,-2.56E-05,0,0,-0.000227469,0,0
251,-318.3171278,-571.1818246,0,0,0,0,0,0,-0.00011142,0,0
252,-367.4622513,-376.088142,0,0,0,0,0,0,0,0,0
253,-106.836278,-0.00018092,-0.000180057,-0.000714923,0,-28.89971502,-1.09E-05,0,-1.591613384,-0.00022834,-0.000108086
254,-275.0510438,-0.778083923,-0.000322887,-0.085778541,-5.07E-05,-167.1246807,-1.19E-05,-25.30824793,-24.18850728,-7.90E-05,-0.000217086
